transaction_id,customer_id,transaction_date,transaction_amount,account_type,transaction_type,status
108,7938,2024-11-28 13:28:41.673817,4798.750856977139,investment,transfer,
109,5488,2025-02-13 13:28:41.673817,3144.1396350290197,investment,transfer,completed
110,1206,2025-02-02 13:28:41.673817,6067.645734889422,,,
111,6134,2025-01-03 13:28:41.673817,1400.588265929123,checking,withdrawal,failed
112,6977,2024-05-03 13:28:41.673817,8983.633656654132,investment,deposit,completed
113,8721,2024-05-23 13:28:41.673817,8295.030727361423,checking,transfer,completed
114,8035,2025-04-03 13:28:41.673817,,,withdrawal,completed
115,2484,2024-06-21 13:28:41.673817,9528.44730073693,checking,deposit,completed
116,8858,2024-07-17 13:28:41.673817,8253.755666481526,investment,deposit,completed
117,1863,2024-12-17 13:28:41.673817,6666.405789492047,investment,withdrawal,completed
118,3790,2024-09-23 13:28:41.673817,1226.401492141495,checking,deposit,completed
119,8408,2024-11-13 13:28:41.673817,4787.557890250242,checking,deposit,completed
120,9755,2025-01-22 13:28:41.673817,5066.014472919041,investment,deposit,completed
121,6116,2024-08-05 13:28:41.673817,2333.188070070147,savings,deposit,completed
122,7019,2024-09-05 13:28:41.673817,808.8542896494264,checking,withdrawal,completed
123,2757,2024-06-25 13:28:41.673817,,checking,withdrawal,completed
124,8574,2024-11-08 13:28:41.673817,1229.1301707227062,checking,withdrawal,completed
125,7374,2024-10-22 13:28:41.673817,5946.964598112129,investment,deposit,completed
126,7892,2024-12-29 13:28:41.673817,-100.0,savings,deposit,pending
127,2678,2025-03-15 13:28:41.673817,8762.290874054444,checking,withdrawal,completed
128,4242,2025-02-25 13:28:41.673817,2784.748711255119,checking,withdrawal,completed
129,5636,2024-12-21 13:28:41.673817,8515.971889137141,checking,withdrawal,completed
130,2059,2024-06-24 13:28:41.673817,13.32173614368917,checking,withdrawal,pending
131,7668,2024-05-02 13:28:41.673817,186.70121803643966,savings,,pending
132,4157,2024-10-19 13:28:41.673817,6029.506106790221,checking,deposit,pending
133,6915,2024-06-27 13:28:41.673817,3654.3342092538496,checking,withdrawal,completed
134,3693,2024-10-31 13:28:41.673817,3870.7438031798797,investment,withdrawal,completed
135,4627,2024-07-12 13:28:41.673817,5648.766495882036,checking,withdrawal,completed
136,6450,2024-07-22 13:28:41.673817,1925.9067313626872,savings,deposit,completed
137,2663,2025-04-01 13:28:41.673817,2125.4359531481286,savings,withdrawal,failed
138,6592,2024-12-02 13:28:41.673817,4851.169854318458,savings,transfer,completed
139,8392,2024-08-06 13:28:41.673817,7544.992907995192,savings,deposit,completed
140,2306,2024-07-08 13:28:41.673817,6198.782536561801,savings,deposit,completed
141,7776,2025-04-19 13:28:41.673817,2980.5769318860207,investment,deposit,pending
142,6864,2024-11-17 13:28:41.673817,4309.068403314122,savings,transfer,completed
143,8526,2025-01-07 13:28:41.673817,1714.940937914484,savings,deposit,completed
144,9901,2024-10-25 13:28:41.673817,755.5518452274463,investment,,completed
145,6575,2024-07-09 13:28:41.673817,7829.133447034051,savings,withdrawal,completed
146,6530,2024-09-10 13:28:41.673817,2661.220217790064,checking,,completed
147,5413,2024-09-15 13:28:41.673817,1785.8862146339695,checking,,pending
148,4748,2024-06-24 13:28:41.673817,6919.2643751375,checking,withdrawal,completed
149,1663,2025-01-22 13:28:41.673817,6184.336226128988,investment,deposit,completed
150,2998,2025-03-06 13:28:41.673817,6335.564363874506,investment,deposit,completed
151,8994,2025-01-09 13:28:41.673817,2296.65710241767,,deposit,completed
152,2495,2024-11-29 13:28:41.673817,2334.1289302411833,savings,transfer,pending
153,4304,2024-08-27 13:28:41.673817,2215.818271558535,savings,deposit,completed
154,4763,2025-02-20 13:28:41.673817,1745.788430666322,checking,deposit,completed
155,6232,2024-06-22 13:28:41.673817,6560.679488890946,savings,withdrawal,pending
156,2853,2024-07-15 13:28:41.673817,8481.678693641521,savings,,completed
157,7585,2024-08-23 13:28:41.673817,7245.931522069845,,deposit,completed
158,2291,2025-03-25 13:28:41.673817,7923.015401267827,checking,deposit,completed
159,4581,2024-09-03 13:28:41.673817,4053.936306561146,savings,deposit,completed
160,8554,2024-12-03 13:28:41.673817,6544.217195766261,savings,,completed
161,8280,2024-09-15 13:28:41.673817,3548.8200420432977,savings,withdrawal,completed
162,2636,2024-08-29 13:28:41.673817,5259.791173466714,savings,deposit,completed
163,4696,2024-05-28 13:28:41.673817,4821.532116883274,investment,deposit,completed
164,1698,2024-04-30 13:28:41.673817,1777.1025799871054,checking,deposit,completed
165,5737,2024-10-11 13:28:41.673817,3876.916815752952,investment,deposit,completed
166,1854,2024-11-27 13:28:41.673817,9638.584532068686,savings,,failed
167,9164,2025-02-16 13:28:41.673817,2493.3167745722712,investment,transfer,completed
168,6855,2024-10-11 13:28:41.673817,1346.6993254320923,investment,withdrawal,completed
169,8392,2024-07-08 13:28:41.673817,4191.620410023113,checking,transfer,completed
170,7528,2025-04-13 13:28:41.673817,7905.47398124288,checking,deposit,completed
171,6249,2024-12-22 13:28:41.673817,5825.660815501923,,transfer,completed
172,6172,2024-09-25 13:28:41.673817,6812.938524110063,savings,transfer,completed
173,2707,2025-02-28 13:28:41.673817,1905.0515332650252,,withdrawal,completed
174,6791,2025-01-16 13:28:41.673817,6193.292448147138,checking,transfer,completed
175,6535,2025-03-19 13:28:41.673817,3241.768945165623,savings,deposit,completed
176,5931,2025-04-05 13:28:41.673817,8344.690625888128,investment,deposit,pending
177,4510,2025-03-22 13:28:41.673817,6296.695072047254,,deposit,pending
178,1202,2024-07-13 13:28:41.673817,1996.5742149752061,checking,withdrawal,completed
179,5218,2024-12-20 13:28:41.673817,655.5206316424205,investment,transfer,completed
180,9958,2024-09-13 13:28:41.673817,435.90576077745703,savings,,completed
181,5389,2025-01-12 13:28:41.673817,3720.371590824906,checking,withdrawal,completed
182,3327,2024-11-09 13:28:41.673817,2665.8528551765917,savings,transfer,completed
183,9004,2025-01-18 13:28:41.673817,6464.440333390456,savings,transfer,pending
184,3931,2024-05-11 13:28:41.673817,4998.345011436397,,deposit,completed
185,8777,2025-04-18 13:28:41.673817,2667.5325872737535,savings,withdrawal,completed
186,1197,2024-07-29 13:28:41.673817,1500.8854017222595,checking,deposit,completed
187,8125,2025-01-19 13:28:41.673817,1280.7256292476213,checking,withdrawal,completed
188,2930,2025-03-17 13:28:41.673817,-100.0,savings,,pending
189,7287,2024-06-29 13:28:41.673817,,checking,deposit,completed
190,9800,2025-04-13 13:28:41.673817,6520.589372630574,investment,transfer,pending
191,5282,2024-06-04 13:28:41.673817,8108.7524205828,checking,withdrawal,completed
192,3511,2025-03-04 13:28:41.673817,6144.672298735513,,withdrawal,completed
193,1659,2024-06-23 13:28:41.673817,8597.056664152988,,withdrawal,pending
194,3811,2024-07-01 13:28:41.673817,3930.0132780694603,savings,withdrawal,completed
195,8098,2025-04-18 13:28:41.673817,9562.659684582994,,deposit,
196,7546,2024-06-16 13:28:41.673817,1340.1185917391883,investment,deposit,completed
197,2986,2025-02-09 13:28:41.673817,1030.4738012788057,savings,deposit,completed
198,9338,2024-09-26 13:28:41.673817,6590.334540612361,checking,withdrawal,failed
199,3911,2024-05-26 13:28:41.673817,9428.883102718484,savings,deposit,completed
200,2734,2024-08-09 13:28:41.673817,8090.745781746918,savings,transfer,
201,2843,2024-12-02 13:28:41.673817,773.4044257861339,investment,withdrawal,
202,9680,2025-02-08 13:28:41.673817,2800.8834622078166,savings,withdrawal,completed
203,3976,2024-09-27 13:28:41.673817,9303.885659529858,investment,withdrawal,completed
204,2959,2024-10-14 13:28:41.673817,2538.0537436798377,savings,withdrawal,completed
205,6759,2024-10-12 13:28:41.673817,7813.892533631323,checking,,completed
206,7694,2025-04-05 13:28:41.673817,8253.070637327752,,deposit,completed
207,3385,2025-01-31 13:28:41.673817,4959.566513575208,savings,deposit,completed
208,5736,2024-08-05 13:28:41.673817,3869.625609384672,checking,transfer,completed
209,2802,2024-12-08 13:28:41.673817,4506.7430798733985,savings,deposit,completed
210,9155,2025-03-02 13:28:41.673817,-100.0,checking,deposit,
211,9120,2024-04-30 13:28:41.673817,8895.015252127154,savings,withdrawal,pending
212,7616,2025-04-04 13:28:41.673817,4511.690370730282,savings,deposit,completed
213,6534,2025-03-14 13:28:41.673817,8825.769810156437,savings,withdrawal,completed
214,5061,2024-07-16 13:28:41.673817,1065.8778642636782,,deposit,pending
215,1262,2024-08-07 13:28:41.673817,9882.869957291312,savings,transfer,completed
216,7287,2025-04-14 13:28:41.673817,4438.298143561747,checking,transfer,completed
217,9815,2024-10-13 13:28:41.673817,487.8298957371136,savings,withdrawal,
218,3049,2024-07-22 13:28:41.673817,,,withdrawal,completed
219,6423,2025-02-03 13:28:41.673817,7464.610502243568,checking,transfer,completed
220,5548,2024-08-23 13:28:41.673817,6593.764986694771,checking,deposit,pending
221,4108,2024-08-03 13:28:41.673817,8023.284275694599,checking,transfer,failed
222,8158,2024-05-30 13:28:41.673817,1062.6216641885314,checking,transfer,completed
223,8400,2025-01-03 13:28:41.673817,365.352961685128,investment,transfer,completed
224,4170,2025-04-23 13:28:41.673817,5090.707101581309,investment,withdrawal,completed
225,3255,2024-12-14 13:28:41.673817,3882.0763625128675,checking,deposit,completed
226,2154,2024-11-05 13:28:41.673817,4624.849897342848,savings,withdrawal,completed
227,5499,2024-06-06 13:28:41.673817,9915.968204614037,checking,transfer,completed
228,7295,2024-06-19 13:28:41.673817,9707.792077129996,,deposit,pending
229,7197,2024-09-27 13:28:41.673817,9423.730742835196,,transfer,completed
230,2648,2025-02-07 13:28:41.673817,,checking,deposit,completed
231,6539,2024-09-19 13:28:41.673817,3554.865188966335,investment,deposit,completed
232,5199,2025-01-17 13:28:41.673817,4127.187993325088,investment,deposit,completed
233,9445,2024-07-31 13:28:41.673817,5500.664276752055,checking,deposit,completed
234,3557,2025-04-16 13:28:41.673817,8307.039219484352,checking,withdrawal,completed
235,6592,2024-11-22 13:28:41.673817,696.4411968574949,savings,deposit,completed
236,1098,2024-11-29 13:28:41.673817,,investment,,completed
237,3200,2025-01-12 13:28:41.673817,835.3504579580941,,withdrawal,completed
238,3961,2024-10-24 13:28:41.673817,5151.42928986938,investment,deposit,pending
239,5973,2024-07-03 13:28:41.673817,8990.01923182229,investment,withdrawal,completed
240,5433,2025-01-22 13:28:41.673817,7827.02439639374,savings,transfer,completed
241,3869,2024-12-20 13:28:41.673817,2286.1457512556685,investment,transfer,pending
242,1956,2024-07-11 13:28:41.673817,9760.148587491936,investment,deposit,
243,9352,2024-11-10 13:28:41.673817,6676.830476483819,checking,transfer,completed
244,6699,2024-10-29 13:28:41.673817,114.17271698005665,savings,transfer,completed
245,7944,2024-05-01 13:28:41.673817,2561.580712005343,investment,deposit,pending
246,5493,2025-03-22 13:28:41.673817,2614.5258661999665,checking,deposit,
247,5911,2025-04-15 13:28:41.673817,701.8505197957408,investment,withdrawal,completed
248,4987,2025-04-26 13:28:41.673817,9598.666915578531,checking,deposit,completed
249,7015,2024-05-16 13:28:41.673817,4787.770392813478,savings,transfer,completed
250,2218,2024-10-02 13:28:41.673817,8959.187827745101,investment,withdrawal,completed
251,5496,2024-11-20 13:28:41.673817,3228.9328794118373,checking,,completed
252,5735,2025-04-14 13:28:41.673817,1261.083368623943,checking,withdrawal,completed
253,5555,2025-01-12 13:28:41.673817,4748.617737963077,savings,deposit,pending
254,9050,2024-06-23 13:28:41.673817,1148.4267807960284,investment,deposit,completed
255,4446,2024-09-15 13:28:41.673817,,checking,withdrawal,completed
256,2045,2024-11-11 13:28:41.673817,9203.768840381883,,transfer,completed
257,7893,2025-03-27 13:28:41.673817,5212.473736923785,checking,transfer,completed
258,2693,2024-08-22 13:28:41.673817,-100.0,,deposit,completed
259,4436,2024-08-26 13:28:41.673817,1574.817985368345,,deposit,completed
260,9754,2024-08-04 13:28:41.673817,446.91890254089515,savings,deposit,completed
261,6895,2024-12-10 13:28:41.673817,,savings,withdrawal,completed
262,4354,2024-07-30 13:28:41.673817,5989.330441086813,savings,deposit,
263,1225,2025-01-24 13:28:41.673817,959.1668729331236,savings,withdrawal,completed
264,5893,2024-09-15 13:28:41.673817,3766.168970513701,checking,withdrawal,completed
265,8022,2025-03-22 13:28:41.673817,5505.418485176979,checking,,
266,6600,2024-07-02 13:28:41.673817,3892.641458312172,checking,deposit,completed
267,8996,2025-04-01 13:28:41.673817,1645.2011766383619,savings,deposit,completed
268,8683,2024-06-16 13:28:41.673817,2745.1751620659243,checking,withdrawal,pending
269,5642,2024-08-28 13:28:41.673817,9283.892153157283,savings,withdrawal,completed
270,8679,2024-09-06 13:28:41.673817,6763.06293310769,,deposit,completed
271,9208,2024-10-27 13:28:41.673817,,checking,,completed
272,8339,2024-08-01 13:28:41.673817,137.02175096906626,savings,transfer,pending
273,3205,2024-09-06 13:28:41.673817,9924.229850889807,savings,deposit,completed
274,2069,2024-09-03 13:28:41.673817,6717.834799597486,investment,deposit,completed
275,4444,2024-08-07 13:28:41.673817,3176.055548676,,withdrawal,completed
276,2060,2024-05-06 13:28:41.673817,8793.893913378404,investment,transfer,completed
277,3327,2024-05-25 13:28:41.673817,2591.7318867152626,,deposit,completed
278,4420,2025-02-24 13:28:41.673817,5444.725626035688,checking,withdrawal,completed
279,1301,2024-11-04 13:28:41.673817,6364.346929660953,investment,withdrawal,completed
280,1606,2025-04-27 13:28:41.673817,2218.423080822747,investment,deposit,completed
281,4170,2024-12-09 13:28:41.673817,-100.0,checking,withdrawal,completed
282,1699,2024-11-23 13:28:41.673817,7484.437140730185,,,completed
283,6088,2024-06-10 13:28:41.673817,5582.5541228555885,checking,deposit,pending
284,1190,2024-12-05 13:28:41.673817,1814.1400357712557,savings,deposit,completed
285,1980,2024-07-11 13:28:41.673817,548.043487910281,checking,withdrawal,failed
286,3975,2024-11-28 13:28:41.673817,3207.3977268846247,savings,transfer,pending
287,7102,2024-10-19 13:28:41.673817,7534.341485774894,investment,,completed
288,2184,2025-02-16 13:28:41.673817,2700.61967003723,savings,withdrawal,completed
289,4327,2024-06-29 13:28:41.673817,5400.166642750096,savings,transfer,failed
290,4394,2024-05-21 13:28:41.673817,7282.192295540124,checking,withdrawal,completed
291,9319,2024-12-11 13:28:41.673817,1088.3577093181789,investment,withdrawal,pending
292,2816,2024-10-25 13:28:41.673817,6856.127180997575,checking,deposit,completed
293,6854,2024-07-11 13:28:41.673817,927.7901682233465,savings,deposit,completed
294,7709,2025-02-28 13:28:41.673817,9651.646123848695,,deposit,completed
295,1569,2024-10-14 13:28:41.673817,4889.057359348746,investment,withdrawal,completed
296,6442,2024-07-09 13:28:41.673817,1515.254316021675,savings,deposit,
297,2895,2024-06-15 13:28:41.673817,3430.4125239751293,investment,,completed
298,3733,2024-07-02 13:28:41.673817,4140.030328459662,investment,deposit,completed
299,4863,2024-05-21 13:28:41.673817,7584.268260654608,investment,deposit,failed
300,8455,2025-04-19 13:28:41.673817,7436.803622905327,savings,withdrawal,completed
301,5014,2025-02-27 13:28:41.673817,6123.285648319937,checking,transfer,completed
302,2686,2024-06-01 13:28:41.673817,1068.2478184593447,checking,deposit,completed
303,4009,2024-09-16 13:28:41.673817,1524.1780221608592,checking,deposit,completed
304,8806,2024-11-28 13:28:41.673817,946.6316372491108,savings,,completed
305,1154,2024-10-13 13:28:41.673817,5775.9561050426255,checking,deposit,completed
306,2409,2025-03-09 13:28:41.673817,8772.613030698925,savings,deposit,completed
307,1784,2024-08-13 13:28:41.673817,4343.6671174251705,checking,transfer,completed
308,9096,2025-03-02 13:28:41.673817,1616.8732578378845,checking,deposit,completed
309,8560,2025-02-17 13:28:41.673817,5584.84282823818,investment,withdrawal,completed
310,8343,2024-12-03 13:28:41.673817,8119.404646488441,savings,withdrawal,completed
311,8206,2024-05-16 13:28:41.673817,7419.70349451417,checking,deposit,completed
312,6596,2025-02-26 13:28:41.673817,8815.693288953464,investment,deposit,completed
313,6801,2024-06-24 13:28:41.673817,2786.2419515161896,checking,deposit,completed
314,3806,2024-08-30 13:28:41.673817,1947.599134005071,investment,deposit,pending
315,1537,2024-06-04 13:28:41.673817,8799.366694559967,investment,deposit,completed
316,6986,2025-01-13 13:28:41.673817,6579.027524652451,checking,transfer,completed
317,2841,2024-09-16 13:28:41.673817,3116.180010775466,investment,withdrawal,completed
318,9716,2024-06-21 13:28:41.673817,7426.057025219367,savings,withdrawal,completed
319,7971,2024-09-24 13:28:41.673817,8153.032660958876,savings,transfer,completed
320,6625,2024-09-01 13:28:41.673817,6153.632621007912,checking,withdrawal,completed
321,3950,2024-08-14 13:28:41.673817,6881.962257700352,checking,deposit,completed
322,8992,2024-08-11 13:28:41.673817,3758.8464453822367,,,completed
323,5780,2025-04-25 13:28:41.673817,5391.569716756961,checking,deposit,pending
324,3368,2024-08-12 13:28:41.673817,5246.350115554361,savings,deposit,completed
325,7655,2025-03-07 13:28:41.673817,8481.997433396411,savings,transfer,completed
326,9173,2025-03-14 13:28:41.673817,8401.240163019003,savings,withdrawal,pending
327,5495,2024-09-27 13:28:41.673817,8328.47788877696,checking,withdrawal,completed
328,7002,2024-11-04 13:28:41.673817,120.20582648203329,checking,deposit,completed
329,7614,2025-04-21 13:28:41.673817,7497.9593898441935,investment,withdrawal,completed
330,6919,2025-01-21 13:28:41.673817,7589.177137208939,checking,deposit,completed
331,1853,2025-04-10 13:28:41.673817,6787.004440322867,checking,,completed
332,5146,2024-09-01 13:28:41.673817,7565.083932335611,checking,deposit,completed
333,4769,2025-02-28 13:28:41.673817,8421.28401125212,savings,transfer,completed
334,1574,2024-11-03 13:28:41.673817,4708.487350476838,investment,withdrawal,completed
335,2148,2024-05-27 13:28:41.673817,5025.481632749587,checking,transfer,completed
336,7293,2025-02-27 13:28:41.673817,1255.8934285447908,checking,transfer,pending
337,7457,2024-12-06 13:28:41.673817,3859.9050716431443,checking,withdrawal,completed
338,8509,2024-09-26 13:28:41.673817,6437.218147318726,investment,deposit,completed
339,5777,2025-04-27 13:28:41.673817,7806.193763711272,savings,deposit,completed
340,4854,2024-11-21 13:28:41.673817,2179.9188859351934,savings,deposit,completed
341,3491,2024-09-15 13:28:41.673817,1386.8507626007618,investment,transfer,pending
342,4124,2024-08-04 13:28:41.673817,6633.789624959917,savings,transfer,completed
343,6691,2024-12-31 13:28:41.673817,28.78003641385731,investment,withdrawal,completed
344,4051,2025-01-31 13:28:41.673817,1791.942117230225,investment,deposit,completed
345,1004,2024-06-05 13:28:41.673817,300.4230896360978,checking,withdrawal,completed
346,6222,2025-02-21 13:28:41.673817,,checking,withdrawal,completed
347,6315,2024-05-08 13:28:41.673817,1821.3796064557973,checking,withdrawal,completed
348,5869,2025-01-22 13:28:41.673817,3882.859211556438,checking,transfer,completed
349,1876,2024-08-06 13:28:41.673817,4029.247975618694,,,completed
350,8027,2025-01-15 13:28:41.673817,8743.882081396276,savings,deposit,completed
351,5142,2024-06-11 13:28:41.673817,5105.996027863263,checking,withdrawal,pending
352,7966,2024-12-28 13:28:41.673817,7236.81360846674,investment,withdrawal,completed
353,8079,2025-04-01 13:28:41.673817,1050.3322056236716,savings,deposit,completed
354,8987,2024-12-14 13:28:41.673817,2262.1331670823015,checking,deposit,completed
355,7799,2024-10-17 13:28:41.673817,7032.404975376981,checking,deposit,completed
356,5465,2024-09-16 13:28:41.673817,537.5115650805956,savings,transfer,completed
357,1635,2024-06-02 13:28:41.673817,4871.110645815093,investment,withdrawal,pending
